This Filename: ,Regneration_Inventory_Post-Logging_MT 2004.xls,,
Date Created:,,,
Team ID:,ND-11,,


Data contact,Carlos Passos,,
Data were collected in a one time inventory done in January 2004,,,



Column,Column headings,Units,Descriptions
1,ID_number,,Each tree measured within a study sub-plot was given a unique id number
12,Jan-04,Amescla,Trattinickia sp.,Burseraceae,tree,I,7,RILVR,42,13,16,E,B,None
13,Jan-04,Not identified,Not provided,Not provided,Not provided,I,7,RILVR,95,18,21,B,B,None
14,Jan-04,Paxiuba,Iriartea delvidea Ruiz & Pav.,Arecaceae,palm,I,7,RILVR,33,4,14,E,A,None
15,Jan-04,Cega-corrente,Not provided,Moraceae,tree,I,7,RILVR,90,12,22,B,A,None
16,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,I,7,RILVR,70,14,19,B,A,None
17,Jan-04,Cega-corrente,Not provided,Moraceae,tree,I,7,RILVR,56,18,23,B,A,None
18,Jan-04,Borracheira/caucho,Castilloa ulei Waurg,Moraceae,tree,I,7,RILVR,300,27,33,A,A,None
1,Jan-04,Borracheira/caucho,Castilloa ulei Waurg,Moraceae,tree,I,8,RILVR,550,23,27,A,A,vine
2,Jan-04,Mutamba/Piriquiteira,Trema micrantha (L.) Blume,Ulmaceae,tree,I,8,RILVR,150,21,25,B,A,None
3,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,I,8,RILVR,45,10,20,C,B,None
1,Jan-04,Not identified,Not provided,Not provided,Not provided,I,9,RILVR,40,5.5,13,D,C,None
2,Jan-04,Canela-de-cutia,Diplokeleba floribunda N. E. Br,Sapindaceae,tree,I,9,RILVR,45,4.5,12,D,B,None
3,Jan-04,Canela-de-cutia,Diplokeleba floribunda N. E. Br,Sapindaceae,tree,I,9,RILVR,42,7,14,B,B,None
4,Jan-04,Amescla-aroeira,Protium heptaphyllum,Burseraceae,tree,I,9,RILVR,137,10,22,A,A,None
5,Jan-04,Canelao,Nectandra robusta Loefl.,Lauraceae,tree,I,9,RILVR,80,7,18,E,B,None
6,Jan-04,Inaja,Maximiliana maripa (Aubl.) Drude,Arecaceae,palm,I,9,RILVR,90,3,8.5,A,E,None
7,Jan-04,Cacau-liso,Theobroma sp,Sterculiaceae,tree,I,9,RILVR,35,3,10,B,B,None
